Apoyos,Votos,Comuna,Year,Categoria,Viabilidad
219,0,Comuna 13,2017',Plazas y parques,Inviable
241,0,Comuna 11,2017',Cultura,Inviable
1,109,Comuna 1,2017',Ferias y Mercados,Viable
4,109,Comuna 4,2017',Plazas y parques,Viable
4,109,Comuna 10,2017',Plazas y parques,Viable
5,108,Comuna 12,2017',Plazas y parques,Viable
0,108,Comuna 15,2017',Innovacion,Viable
2,108,Comuna 3,2017',Arte urbano,Viable
3,107,Comuna 2,2017',Plazas y parques,Viable
321,0,Comuna 5,2017',Movilidad y transito,Inviable
5,107,Comuna 10,2017',Plazas y parques,Viable
2,106,Comuna 14,2017',Plazas y parques,Viable
239,0,Comuna 6,2017',Mascotas,Inviable
5,135,Comuna 3,2017',Ferias y Mercados,Inviable
25,106,Comuna 7,2017',Mascotas,Viable
12,106,Comuna 10,2017',Plazas y parques,Viable
94,0,Comuna 5,2017',Deportes y calidad de vida,Inviable
3,105,Comuna 9,2017',Ferias y Mercados,Viable
13,105,Comuna 10,2017',Reciclado,Viable
14,105,Comuna 8,2017',Ferias y Mercados,Viable
3,104,Comuna 10,2017',Ferias y Mercados,Viable
240,0,Comuna 11,2017',Movilidad y transito,Inviable
189,0,Comuna 13,2017',Reciclado,Inviable
0,104,Comuna 10,2017',Arte urbano,Viable
1,104,Comuna 8,2017',Ferias y Mercados,Viable
133,0,Comuna 13,2017',Plazas y parques,Inviable
24,103,Comuna 1,2017',Mascotas,Viable
201,0,Comuna 11,2017',Mascotas,Inviable
11,103,Comuna 1,2017',Ferias y Mercados,Viable
7,103,Comuna 9,2017',Deportes y calidad de vida,Viable
5,103,Comuna 3,2017',Ferias y Mercados,Viable
211,0,Comuna 6,2017',Movilidad y transito,Inviable
5,103,Comuna 9,2017',Plazas y parques,Viable
13,103,Comuna 10,2017',Plazas y parques,Viable
2,103,Comuna 10,2017',Plazas y parques,Viable
1,102,Comuna 14,2017',Ferias y Mercados,Viable
5,102,Comuna 4,2017',Plazas y parques,Viable
159,0,Comuna 11,2017',Plazas y parques,Inviable
0,102,Comuna 10,2017',Plazas y parques,Viable
0,101,Comuna 15,2017',Arte urbano,Viable
75,0,Comuna 5,2017',Movilidad y transito,Inviable
111,0,Comuna 13,2017',Movilidad y transito,Inviable
110,0,Comuna 13,2017',Reciclado,Inviable
9,100,Comuna 13,2017',Plazas y parques,Viable
9,100,Comuna 5,2017',Reciclado,Viable
4,100,Comuna 1,2017',Ferias y Mercados,Viable
1,100,Comuna 1,2017',Movilidad y transito,Viable
0,100,Comuna 9,2017',Plazas y parques,Viable
1,99,Comuna 15,2017',Ferias y Mercados,Viable
0,97,Comuna 11,2017',Plazas y parques,Viable
1,97,Comuna 7,2017',Ferias y Mercados,Viable
4,97,Comuna 8,2017',Innovacion,Viable
59,0,Comuna 5,2017',Movilidad y transito,Inviable
2,96,Comuna 12,2017',Arte urbano,Viable
7,96,Comuna 15,2017',Arte urbano,Viable
0,96,Comuna 10,2017',Plazas y parques,Viable
6,95,Comuna 3,2017',Reciclado,Viable
9,94,Comuna 11,2017',Arte urbano,Viable
3,94,Comuna 13,2017',Plazas y parques,Viable
6,94,Comuna 12,2017',Mascotas,Viable
6,94,Comuna 15,2017',Arte urbano,Viable
0,94,Comuna 15,2017',Plazas y parques,Viable
55,0,Comuna 5,2017',Cultura,Inviable
9,94,Comuna 3,2017',Ferias y Mercados,Viable
1,94,Comuna 10,2017',Arte urbano,Viable
6,94,Comuna 8,2017',Mascotas,Viable
11,93,Comuna 1,2017',Ferias y Mercados,Viable
1,93,Comuna 1,2017',Plazas y parques,Viable
1,93,Comuna 1,2017',Arte urbano,Viable
3,93,Comuna 12,2017',Ferias y Mercados,Viable
7,93,Comuna 4,2017',Arte urbano,Viable
68,0,Comuna 13,2017',Mascotas,Inviable
13,92,Comuna 1,2017',Mascotas,Viable
64,0,Comuna 13,2017',Deportes y calidad de vida,Inviable
1,92,Comuna 12,2017',Innovacion,Viable
2,92,Comuna 4,2017',Ferias y Mercados,Viable
0,92,Comuna 4,2017',Plazas y parques,Viable
20,92,Comuna 3,2017',Plazas y parques,Viable
5,91,Comuna 7,2017',Plazas y parques,Viable
6,90,Comuna 5,2017',Reciclado,Viable
7,90,Comuna 1,2017',Ferias y Mercados,Viable
36,90,Comuna 12,2017',Plazas y parques,Viable
1018,0,Comuna 14,2017',Movilidad y transito,Inviable
5,90,Comuna 1,2017',Plazas y parques,Viable
1,90,Comuna 4,2017',Arte urbano,Viable
6,90,Comuna 10,2017',Reciclado,Viable
80,0,Comuna 6,2017',Mascotas,Inviable
2,90,Comuna 10,2017',Ferias y Mercados,Viable
1,90,Comuna 10,2017',Movilidad y transito,Viable
0,90,Comuna 10,2017',Arte urbano,Viable
73,0,Comuna 6,2017',Mascotas,Inviable
59,0,Comuna 13,2017',Plazas y parques,Inviable
0,89,Comuna 13,2017',Plazas y parques,Viable
1,89,Comuna 14,2017',Plazas y parques,Viable
8,89,Comuna 1,2017',Plazas y parques,Viable
3,88,Comuna 11,2017',Arte urbano,Viable
54,0,Comuna 5,2017',Mascotas,Inviable
51,0,Comuna 5,2017',Innovacion,Inviable
7,88,Comuna 13,2017',Mascotas,Viable
5,88,Comuna 10,2017',Plazas y parques,Viable
59,0,Comuna 13,2017',Movilidad y transito,Inviable
43,0,Comuna 5,2017',Reciclado,Inviable
132,0,Comuna 11,2017',Mascotas,Inviable
24,87,Comuna 12,2017',Plazas y parques,Viable
1,87,Comuna 12,2017',Innovacion,Viable
55,0,Comuna 13,2017',Movilidad y transito,Inviable
9,87,Comuna 9,2017',Movilidad y transito,Viable
0,87,Comuna 3,2017',Plazas y parques,Viable
9,87,Comuna 7,2017',Plazas y parques,Viable
71,0,Comuna 6,2017',Innovacion,Inviable
0,86,Comuna 13,2017',Plazas y parques,Viable
7,86,Comuna 12,2017',Mascotas,Viable
632,0,Comuna 14,2017',Deportes y calidad de vida,Inviable
3,86,Comuna 4,2017',Arte urbano,Viable
3,85,Comuna 4,2017',Ferias y Mercados,Viable
513,0,Comuna 14,2017',Movilidad y transito,Inviable
15,85,Comuna 15,2017',Cultura,Viable
2,85,Comuna 9,2017',Arte urbano,Viable
3,84,Comuna 6,2017',Cultura,Viable
1,84,Comuna 6,2017',Plazas y parques,Viable
43,0,Comuna 5,2017',Mascotas,Inviable
67,0,Comuna 6,2017',Mascotas,Inviable
0,84,Comuna 9,2017',Plazas y parques,Viable
10,83,Comuna 12,2017',Mascotas,Viable
41,0,Comuna 5,2017',Mascotas,Sin decidir
6,83,Comuna 1,2017',Plazas y parques,Viable
2,83,Comuna 9,2017',Innovacion,Viable
1,75,Comuna 15,2017',Movilidad y transito,Inviable
6,83,Comuna 3,2017',Plazas y parques,Viable
3,83,Comuna 7,2017',Arte urbano,Viable
54,0,Comuna 13,2017',Mascotas,Inviable
60,0,Comuna 6,2017',Mascotas,Inviable
42,82,Comuna 14,2017',Plazas y parques,Viable
1,82,Comuna 1,2017',Plazas y parques,Viable
8,82,Comuna 3,2017',Reciclado,Viable
498,0,Comuna 14,2017',Innovacion,Inviable
54,0,Comuna 13,2017',Movilidad y transito,Inviable
99,0,Comuna 14,2017',Educacion,Inviable
5,82,Comuna 10,2017',Arte urbano,Viable
2,82,Comuna 8,2017',Arte urbano,Viable
59,0,Comuna 6,2017',Mascotas,Inviable
105,81,Comuna 12,2017',Plazas y parques,Viable
1,81,Comuna 9,2017',Plazas y parques,Viable
5,81,Comuna 10,2017',Plazas y parques,Viable
0,81,Comuna 8,2017',Plazas y parques,Viable
118,0,Comuna 11,2017',Plazas y parques,Inviable
5,80,Comuna 12,2017',Plazas y parques,Viable
105,0,Comuna 11,2017',Mascotas,Inviable
0,80,Comuna 12,2017',Arte urbano,Viable
14,80,Comuna 4,2017',Plazas y parques,Viable
5,79,Comuna 14,2017',Ferias y Mercados,Viable
6,79,Comuna 12,2017',Mascotas,Viable
58,0,Comuna 6,2017',Innovacion,Inviable
91,0,Comuna 11,2017',Innovacion,Inviable
10,78,Comuna 13,2017',Ferias y Mercados,Viable
47,0,Comuna 6,2017',Movilidad y transito,Inviable
8,78,Comuna 12,2017',Plazas y parques,Viable
5,78,Comuna 12,2017',Plazas y parques,Viable
16,78,Comuna 10,2017',Plazas y parques,Viable
5,77,Comuna 11,2017',Plazas y parques,Viable
52,0,Comuna 13,2017',Movilidad y transito,Inviable
2,77,Comuna 2,2017',Plazas y parques,Viable
1,77,Comuna 14,2017',Cultura,Viable
95,0,Comuna 14,2017',Deportes y calidad de vida,Inviable
8,77,Comuna 9,2017',Plazas y parques,Viable
88,0,Comuna 14,2017',Arte urbano,Inviable
8,76,Comuna 12,2017',Mascotas,Viable
12,75,Comuna 11,2017',Plazas y parques,Viable
7,75,Comuna 12,2017',Mascotas,Viable
45,0,Comuna 6,2017',Mascotas,Inviable
4,75,Comuna 15,2017',Arte urbano,Viable
1,75,Comuna 10,2017',Arte urbano,Viable
10,74,Comuna 1,2017',Reciclado,Viable
0,74,Comuna 9,2017',Plazas y parques,Viable
44,0,Comuna 6,2017',Mascotas,Inviable
3,74,Comuna 10,2017',Plazas y parques,Viable
2,74,Comuna 10,2017',Ferias y Mercados,Viable
57,73,Comuna 12,2017',Plazas y parques,Viable
41,0,Comuna 6,2017',Movilidad y transito,Inviable
50,0,Comuna 13,2017',Mascotas,Inviable
0,73,Comuna 12,2017',Plazas y parques,Viable
5,73,Comuna 15,2017',Plazas y parques,Viable
1419,0,Comuna 2,2017',Movilidad y transito,Inviable
3,73,Comuna 15,2017',Arte urbano,Viable
79,0,Comuna 11,2017',Movilidad y transito,Inviable
8,73,Comuna 10,2017',Mascotas,Viable
56,0,Comuna 11,2017',Deportes y calidad de vida,Sin decidir
10,73,Comuna 8,2017',Arte urbano,Viable
1,72,Comuna 4,2017',Plazas y parques,Viable
83,0,Comuna 14,2017',Movilidad y transito,Inviable
6,72,Comuna 15,2017',Mascotas,Viable
39,0,Comuna 6,2017',Movilidad y transito,Inviable
876,0,Comuna 15,2017',Deportes y calidad de vida,Inviable
1,72,Comuna 7,2017',Plazas y parques,Viable
50,0,Comuna 13,2017',Plazas y parques,Inviable
4,72,Comuna 8,2017',Plazas y parques,Viable
2,69,Comuna 4,2017',Arte urbano,Viable
1,69,Comuna 12,2017',Plazas y parques,Viable
625,0,Comuna 15,2017',Educacion,Inviable
6,68,Comuna 6,2017',Mascotas,Viable
1,68,Comuna 2,2017',Plazas y parques,Viable
49,0,Comuna 13,2017',Innovacion,Inviable
75,0,Comuna 14,2017',Reciclado,Inviable
11,68,Comuna 4,2017',Plazas y parques,Viable
555,0,Comuna 15,2017',Plazas y parques,Inviable
338,0,Comuna 2,2017',Movilidad y transito,Inviable
214,0,Comuna 2,2017',Movilidad y transito,Inviable
36,0,Comuna 6,2017',Movilidad y transito,Inviable
41,0,Comuna 5,2017',Reciclado,Inviable
65,0,Comuna 14,2017',Mascotas,Inviable
48,0,Comuna 13,2017',Mascotas,Inviable
35,0,Comuna 6,2017',Arte urbano,Inviable
46,0,Comuna 13,2017',Mascotas,Inviable
32,0,Comuna 6,2017',Cultura,Inviable
65,0,Comuna 14,2017',Movilidad y transito,Inviable
3,68,Comuna 4,2017',Ferias y Mercados,Viable
7,68,Comuna 1,2017',Movilidad y transito,Viable
6,68,Comuna 1,2017',Plazas y parques,Viable
85,0,Comuna 2,2017',Innovacion,Inviable
190,0,Comuna 15,2017',Mascotas,Inviable
1,68,Comuna 15,2017',Ferias y Mercados,Viable
45,0,Comuna 13,2017',Plazas y parques,Inviable
2,67,Comuna 4,2017',Movilidad y transito,Viable
2,67,Comuna 1,2017',Plazas y parques,Viable
2,67,Comuna 7,2017',Cultura,Viable
1,67,Comuna 8,2017',Ferias y Mercados,Viable
43,0,Comuna 13,2017',Movilidad y transito,Inviable
10,66,Comuna 6,2017',Movilidad y transito,Viable
2,66,Comuna 14,2017',Arte urbano,Viable
148,0,Comuna 15,2017',Cultura,Inviable
54,0,Comuna 11,2017',Cultura,Inviable
2,66,Comuna 4,2017',Plazas y parques,Viable
1,66,Comuna 12,2017',Plazas y parques,Viable
1,66,Comuna 4,2017',Plazas y parques,Viable
53,0,Comuna 11,2017',Plazas y parques,Inviable
1,66,Comuna 4,2017',Plazas y parques,Viable
5,66,Comuna 9,2017',Plazas y parques,Viable
39,0,Comuna 13,2017',Educacion,Sin decidir
53,0,Comuna 11,2017',Cultura,Inviable
131,0,Comuna 15,2017',Arte urbano,Inviable
62,0,Comuna 14,2017',Ferias y Mercados,Inviable
12,66,Comuna 7,2017',Plazas y parques,Viable
2,66,Comuna 8,2017',Arte urbano,Viable
2,65,Comuna 13,2017',Plazas y parques,Viable
51,0,Comuna 11,2017',Mascotas,Inviable
9,65,Comuna 14,2017',Ferias y Mercados,Viable
8,65,Comuna 4,2017',Plazas y parques,Viable
3,65,Comuna 9,2017',Ferias y Mercados,Viable
46,0,Comuna 11,2017',Cultura,Inviable
52,0,Comuna 14,2017',Mascotas,Inviable
4,2,Comuna 1,2017',Plazas y parques,Sin decidir
2,64,Comuna 2,2017',Plazas y parques,Viable
630,0,Comuna 1,2017',Movilidad y transito,Inviable
5,64,Comuna 7,2017',Plazas y parques,Viable
0,63,Comuna 11,2017',Plazas y parques,Viable
34,0,Comuna 5,2017',Movilidad y transito,Inviable
5,63,Comuna 5,2017',Plazas y parques,Viable
105,63,Comuna 13,2017',Plazas y parques,Viable
39,0,Comuna 13,2017',Mascotas,Inviable
148,63,Comuna 15,2017',Movilidad y transito,Viable
31,0,Comuna 6,2017',Movilidad y transito,Sin decidir
5,63,Comuna 10,2017',Plazas y parques,Viable
48,0,Comuna 14,2017',Mascotas,Inviable
30,0,Comuna 6,2017',Mascotas,Inviable
1,63,Comuna 8,2017',Plazas y parques,Viable
8,62,Comuna 1,2017',Plazas y parques,Viable
121,0,Comuna 15,2017',Movilidad y transito,Inviable
62,0,Comuna 2,2017',Educacion,Inviable
38,0,Comuna 13,2017',Movilidad y transito,Inviable
0,62,Comuna 10,2017',Plazas y parques,Viable
36,0,Comuna 13,2017',Movilidad y transito,Inviable
5,61,Comuna 6,2017',Plazas y parques,Viable
50,0,Comuna 2,2017',Mascotas,Inviable
36,0,Comuna 13,2017',Plazas y parques,Inviable
0,61,Comuna 14,2017',Cultura,Viable
45,0,Comuna 11,2017',Innovacion,Inviable
47,0,Comuna 14,2017',Plazas y parques,Inviable
9,61,Comuna 12,2017',Mascotas,Viable
38,60,Comuna 15,2017',Plazas y parques,Viable
48,0,Comuna 2,2017',Arte urbano,Inviable
30,0,Comuna 6,2017',Mascotas,Sin decidir
30,0,Comuna 6,2017',Movilidad y transito,Inviable
113,0,Comuna 15,2017',Innovacion,Inviable
338,0,Comuna 1,2017',Deportes y calidad de vida,Inviable
21,59,Comuna 12,2017',Plazas y parques,Viable
5,59,Comuna 12,2017',Plazas y parques,Viable
35,0,Comuna 13,2017',Mascotas,Inviable
263,0,Comuna 1,2017',Movilidad y transito,Inviable
97,0,Comuna 1,2017',Movilidad y transito,Inviable
86,0,Comuna 1,2017',Movilidad y transito,Inviable
45,0,Comuna 14,2017',Reciclado,Inviable
29,0,Comuna 6,2017',Mascotas,Sin decidir
3,59,Comuna 9,2017',Arte urbano,Viable
4,58,Comuna 1,2017',Ferias y Mercados,Viable
2,58,Comuna 1,2017',Arte urbano,Viable
44,0,Comuna 14,2017',Mascotas,Sin decidir
6,58,Comuna 10,2017',Reciclado,Viable
2,57,Comuna 13,2017',Plazas y parques,Viable
11,57,Comuna 11,2017',Plazas y parques,Viable
43,0,Comuna 14,2017',Movilidad y transito,Inviable
35,0,Comuna 13,2017',Movilidad y transito,Inviable
38,0,Comuna 14,2017',Educacion,Inviable
34,0,Comuna 13,2017',Deportes y calidad de vida,Inviable
37,0,Comuna 14,2017',Movilidad y transito,Inviable
44,0,Comuna 2,2017',Mascotas,Sin decidir
103,0,Comuna 15,2017',Mascotas,Inviable
34,0,Comuna 13,2017',Movilidad y transito,Inviable
33,0,Comuna 13,2017',Mascotas,Inviable
4,57,Comuna 8,2017',Arte urbano,Viable
42,0,Comuna 11,2017',Innovacion,Inviable
0,56,Comuna 5,2017',Cultura,Viable
35,0,Comuna 14,2017',Mascotas,Inviable
40,0,Comuna 2,2017',Movilidad y transito,Inviable
33,0,Comuna 13,2017',Reciclado,Inviable
40,0,Comuna 11,2017',Innovacion,Inviable
19,56,Comuna 13,2017',Plazas y parques,Viable
10,56,Comuna 6,2017',Reciclado,Viable
54,56,Comuna 1,2017',Mascotas,Viable
32,0,Comuna 13,2017',Innovacion,Inviable
29,0,Comuna 6,2017',Plazas y parques,Inviable
32,0,Comuna 13,2017',Deportes y calidad de vida,Sin decidir
1,56,Comuna 1,2017',Plazas y parques,Viable
2,55,Comuna 15,2017',Ferias y Mercados,Viable
35,0,Comuna 14,2017',Mascotas,Inviable
28,0,Comuna 6,2017',Mascotas,Inviable
10,55,Comuna 4,2017',Plazas y parques,Viable
75,0,Comuna 15,2017',Innovacion,Inviable
4,55,Comuna 4,2017',Plazas y parques,Viable
34,0,Comuna 14,2017',Deportes y calidad de vida,Sin decidir
36,0,Comuna 2,2017',Movilidad y transito,Inviable
39,0,Comuna 11,2017',Deportes y calidad de vida,Inviable
6,54,Comuna 13,2017',Plazas y parques,Viable
1,54,Comuna 13,2017',Plazas y parques,Viable
12,54,Comuna 14,2017',Ferias y Mercados,Viable
69,0,Comuna 15,2017',Movilidad y transito,Inviable
35,54,Comuna 12,2017',Deportes y calidad de vida,Viable
39,0,Comuna 11,2017',Deportes y calidad de vida,Inviable
35,0,Comuna 11,2017',Plazas y parques,Inviable
34,0,Comuna 11,2017',Movilidad y transito,Inviable
35,0,Comuna 2,2017',Reciclado,Inviable
32,0,Comuna 13,2017',Mascotas,Inviable
6,53,Comuna 12,2017',Mascotas,Viable
8,53,Comuna 9,2017',Mascotas,Viable
73,0,Comuna 1,2017',Deportes y calidad de vida,Inviable
32,0,Comuna 13,2017',Movilidad y transito,Inviable
33,0,Comuna 11,2017',Plazas y parques,Inviable
32,0,Comuna 14,2017',Movilidad y transito,Inviable
34,0,Comuna 2,2017',Innovacion,Inviable
32,0,Comuna 11,2017',Mascotas,Sin decidir
7,53,Comuna 8,2017',Reciclado,Viable
5,51,Comuna 13,2017',Plazas y parques,Viable
31,0,Comuna 13,2017',Mascotas,Inviable
0,51,Comuna 12,2017',Plazas y parques,Viable
0,51,Comuna 12,2017',Plazas y parques,Viable
31,0,Comuna 11,2017',Plazas y parques,Inviable
31,0,Comuna 13,2017',Mascotas,Inviable
0,49,Comuna 4,2017',Plazas y parques,Viable
61,0,Comuna 1,2017',Innovacion,Inviable
31,0,Comuna 13,2017',Mascotas,Sin decidir
32,0,Comuna 2,2017',Reciclado,Inviable
31,0,Comuna 11,2017',Movilidad y transito,Sin decidir
54,0,Comuna 1,2017',Mascotas,Inviable
0,49,Comuna 12,2017',Plazas y parques,Viable
4,48,Comuna 12,2017',Ferias y Mercados,Viable
12,48,Comuna 7,2017',Mascotas,Viable
2291,0,Comuna 12,2017',Movilidad y transito,Inviable
2,48,Comuna 9,2017',Plazas y parques,Viable
799,0,Comuna 12,2017',Mascotas,Inviable
31,0,Comuna 2,2017',Innovacion,Inviable
771,0,Comuna 3,2017',Reciclado,Inviable
8,45,Comuna 7,2017',Mascotas,Viable
297,0,Comuna 12,2017',Reciclado,Inviable
32,0,Comuna 5,2017',Mascotas,Inviable
31,0,Comuna 5,2017',Mascotas,Sin decidir
0,45,Comuna 8,2017',Plazas y parques,Viable
27,0,Comuna 6,2017',Plazas y parques,Inviable
31,0,Comuna 11,2017',Mascotas,Inviable
29,0,Comuna 5,2017',Movilidad y transito,Sin decidir
29,0,Comuna 11,2017',Mascotas,Inviable
29,0,Comuna 5,2017',Movilidad y transito,Inviable
51,0,Comuna 1,2017',Mascotas,Inviable
28,0,Comuna 5,2017',Mascotas,Inviable
8,44,Comuna 5,2017',Plazas y parques,Viable
27,0,Comuna 5,2017',Movilidad y transito,Inviable
32,0,Comuna 14,2017',Mascotas,Inviable
6,44,Comuna 6,2017',Reciclado,Viable
259,0,Comuna 3,2017',Innovacion,Inviable
31,0,Comuna 14,2017',Deportes y calidad de vida,Inviable
7,44,Comuna 7,2017',Mascotas,Viable
0,44,Comuna 10,2017',Plazas y parques,Viable
26,0,Comuna 5,2017',Innovacion,Inviable
107,0,Comuna 3,2017',Movilidad y transito,Inviable
61,0,Comuna 3,2017',Mascotas,Inviable
176,0,Comuna 12,2017',Mascotas,Inviable
2,43,Comuna 13,2017',Plazas y parques,Viable
139,0,Comuna 12,2017',Cultura,Inviable
60,0,Comuna 15,2017',Plazas y parques,Inviable
1,43,Comuna 14,2017',Plazas y parques,Viable
51,0,Comuna 1,2017',Plazas y parques,Inviable
27,0,Comuna 6,2017',Innovacion,Inviable
30,0,Comuna 13,2017',Mascotas,Sin decidir
44,0,Comuna 1,2017',Plazas y parques,Inviable
24,0,Comuna 5,2017',Movilidad y transito,Inviable
0,43,Comuna 4,2017',Plazas y parques,Viable
30,0,Comuna 14,2017',Mascotas,Sin decidir
50,0,Comuna 15,2017',Innovacion,Inviable
28,0,Comuna 11,2017',Movilidad y transito,Inviable
27,0,Comuna 6,2017',Mascotas,Inviable
28,0,Comuna 13,2017',Ferias y Mercados,Inviable
7,41,Comuna 1,2017',Reciclado,Viable
26,0,Comuna 6,2017',Reciclado,Inviable
28,0,Comuna 11,2017',Cultura,Inviable
24,0,Comuna 5,2017',Educacion,Sin decidir
28,0,Comuna 13,2017',Movilidad y transito,Sin decidir
22,0,Comuna 5,2017',Movilidad y transito,Inviable
44,0,Comuna 1,2017',Mascotas,Inviable
52,0,Comuna 3,2017',Mascotas,Inviable
4,41,Comuna 1,2017',Plazas y parques,Viable
48,0,Comuna 3,2017',Plazas y parques,Inviable
22,0,Comuna 5,2017',Innovacion,Inviable
39,0,Comuna 1,2017',Movilidad y transito,Sin decidir
6,41,Comuna 12,2017',Reciclado,Viable
43,0,Comuna 15,2017',Movilidad y transito,Inviable
1,40,Comuna 12,2017',Plazas y parques,Viable
4,40,Comuna 9,2017',Plazas y parques,Viable
22,0,Comuna 5,2017',Mascotas,Sin decidir
21,0,Comuna 5,2017',Arte urbano,Inviable
21,0,Comuna 5,2017',Innovacion,Inviable
0,40,Comuna 10,2017',Plazas y parques,Viable
21,0,Comuna 5,2017',Mascotas,Sin decidir
5,39,Comuna 11,2017',Plazas y parques,Viable
43,0,Comuna 3,2017',Plazas y parques,Inviable
30,0,Comuna 14,2017',Mascotas,Inviable
457,0,Comuna 7,2017',Movilidad y transito,Inviable
26,0,Comuna 6,2017',Mascotas,Sin decidir
27,0,Comuna 11,2017',Deportes y calidad de vida,Inviable
25,0,Comuna 11,2017',Innovacion,Inviable
20,0,Comuna 5,2017',Innovacion,Inviable
2,39,Comuna 14,2017',Deportes y calidad de vida,Viable
20,0,Comuna 5,2017',Reciclado,Inviable
8,39,Comuna 7,2017',Mascotas,Viable
29,0,Comuna 14,2017',Educacion,Inviable
19,0,Comuna 5,2017',Innovacion,Sin decidir
1,38,Comuna 12,2017',Plazas y parques,Viable
29,0,Comuna 14,2017',Mascotas,Sin decidir
25,0,Comuna 6,2017',Educacion,Inviable
1,37,Comuna 1,2017',Movilidad y transito,Viable
8,37,Comuna 3,2017',Plazas y parques,Viable
29,0,Comuna 2,2017',Mascotas,Inviable
42,0,Comuna 15,2017',Mascotas,Sin decidir
19,0,Comuna 5,2017',Movilidad y transito,Sin decidir
27,0,Comuna 13,2017',Plazas y parques,Inviable
